account_id,name,risk_score,dpd,total_debt,due_date,loan_type,region,last_payment_date,payment_frequency,partial_payments_count,payment_channel,last_contact_channel,response_time_avg,bot_interaction_score,call_pickup_rate,occupation_type,region_income_level,loan_purpose,stage_last_contacted,touchpoints_count,recommended_next_action,age,monthly_income,last_payment_days_ago,contact_channel,response_behavior,risk_level,dpd_bucket,income_level,ai_risk_score,last_contact_date,recovered
ACCT04213,User_4213,2.4556875597915333,10,47984.409855055295,2025-07-14,Car Loan,Bangkok,2025-06-19,Monthly,4,ATM,Email,31,0.9,0.29,Business Owner,High,Investment,Stage 2,9,Escalate,58,41375.370209037836,33,None,Slow,High,8–30,High,0.8242635837678318,2025-06-24,0
ACCT04214,User_4214,0.0,26,87761.80192920365,2025-08-07,Car Loan,South,2025-06-29,Weekly,3,ATM,Phone,46,0.38,0.81,Business Owner,Low,Emergency,Stage 0,7,Escalate,52,64790.155995503155,38,Voice,Ignored,Medium,8–30,High,1.0,2025-07-07,1
ACCT04215,User_4215,0.410982952661504,31,50561.58122038284,2025-06-16,Credit Card,Northeast,2025-05-15,Monthly,4,LINE,Email,26,0.69,0.22,Business Owner,Medium,Investment,Stage 2,3,Escalate,52,12905.980340679649,8,SMS,Slow,High,8–30,Low,0.5676542858624222,2025-06-22,0
ACCT04216,User_4216,1.366672846423411,6,36296.13217680369,2025-06-29,Car Loan,North,2025-06-12,Monthly,5,BankBranch,SMS,57,0.39,0.17,Salaried,High,Emergency,Stage 0,5,Send SMS,35,37981.06926909085,39,SMS,Ignored,High,0–7,Mid,0.9940449800672234,2025-07-06,1
ACCT04217,User_4217,4.1732948731239095,21,60093.560841986866,2025-06-22,SME Loan,Northeast,2025-05-24,Irregular,0,MobileApp,Phone,23,0.74,0.06,Unemployed,Medium,Investment,Stage 0,2,LINE Bot,51,67474.4148673863,61,Voice,Responsive,Low,8–30,High,0.6941307144690861,2025-07-04,1
ACCT04218,User_4218,0.0,18,97337.73370216388,2025-07-09,SME Loan,South,2025-05-17,Monthly,3,ATM,SMS,53,0.81,0.49,Business Owner,Low,Consumption,Stage 2,1,Escalate,63,56072.037902044576,36,None,Slow,High,8–30,High,0.9953810538603142,2025-06-21,0
ACCT04219,User_4219,1.4189172087050341,23,51816.05726929011,2025-06-19,Personal Loan,South,2025-06-16,Weekly,1,ATM,LINE,22,0.39,0.42,Unemployed,High,Emergency,Stage 1,8,Escalate,21,64890.04820620898,2,None,Slow,Low,8–30,High,0.6419967954425267,2025-06-24,0
ACCT04220,User_4220,0.0,23,78021.59018371456,2025-07-14,Personal Loan,Northeast,2025-06-21,Irregular,1,BankBranch,Email,40,0.09,0.17,Freelancer,High,Investment,Stage 0,3,Escalate,33,24894.450914666566,90,SMS,Responsive,Low,8–30,Mid,0.711731025930564,2025-06-18,0
ACCT04221,User_4221,0.0,6,68271.88685281509,2025-06-19,Car Loan,Bangkok,2025-07-07,Irregular,5,LINE,SMS,60,0.13,0.79,Salaried,High,Investment,Stage 0,2,LINE Bot,22,34042.5663303357,72,Voice,Ignored,Low,0–7,Mid,0.8057277348791079,2025-06-24,0
ACCT04222,User_4222,1.8795487515633997,0,30150.41953083541,2025-07-30,Home Loan,Bangkok,2025-05-11,Weekly,5,LINE,LINE,9,0.26,0.52,Salaried,Medium,Investment,Stage 0,7,Send SMS,43,74530.41494399744,47,None,Responsive,Low,0–7,High,0.5562281034170503,2025-06-26,1
ACCT04223,User_4223,0.4488794127038589,21,57895.3038008074,2025-07-19,Personal Loan,Central,2025-06-07,Weekly,0,ATM,SMS,8,0.82,0.96,Unemployed,Low,Investment,Stage 1,10,Send SMS,32,56342.32071367432,28,LINE,Ignored,High,8–30,High,0.658779143564697,2025-07-11,1
ACCT04224,User_4224,2.6770253795968455,23,92682.67270570419,2025-07-25,Home Loan,North,2025-05-27,Monthly,0,MobileApp,Email,26,0.17,0.93,Business Owner,High,Emergency,Stage 2,8,Call,26,28691.194130876236,41,LINE,Ignored,Medium,8–30,Mid,0.5394045183978132,2025-07-02,1
ACCT04225,User_4225,0.0,9,61779.01672426688,2025-07-01,Home Loan,South,2025-06-22,Irregular,4,LINE,LINE,1,0.07,0.07,Business Owner,High,Consumption,Stage 0,9,LINE Bot,58,39889.346932629735,0,Voice,Ignored,Medium,0–7,Mid,0.8901147294186753,2025-07-06,1
ACCT04226,User_4226,1.8798042790575051,5,52586.216260612346,2025-06-29,Car Loan,South,2025-06-19,Irregular,2,ATM,Phone,20,0.46,0.51,Salaried,Medium,Investment,Stage 2,8,Call,25,20729.80717406151,24,None,Ignored,High,0–7,Mid,0.8336174222296486,2025-07-06,1
ACCT04227,User_4227,4.447635681087706,21,40717.159178608345,2025-07-30,Personal Loan,Bangkok,2025-07-05,Irregular,5,MobileApp,SMS,68,0.52,0.95,Freelancer,Medium,Investment,Stage 1,6,LINE Bot,50,27480.220251626106,40,Voice,Responsive,Low,8–30,Mid,0.6101691117238619,2025-06-14,0
ACCT04228,User_4228,1.3294112167145318,20,75781.60782510482,2025-06-10,Credit Card,Bangkok,2025-07-06,Weekly,0,MobileApp,SMS,12,0.87,0.64,Business Owner,High,Consumption,Stage 1,6,Escalate,19,50657.99450217907,51,LINE,Ignored,Low,8–30,High,0.5474590277060453,2025-07-02,1
ACCT04229,User_4229,0.6031630111820976,13,88603.77985750616,2025-08-03,Home Loan,Central,2025-05-24,Irregular,2,ATM,SMS,17,0.88,0.54,Freelancer,Medium,Investment,Stage 1,5,Call,51,70964.15589166539,57,LINE,Slow,Medium,8–30,High,0.8946388656165121,2025-06-17,0
ACCT04230,User_4230,0.8171121616486997,19,61854.53306692683,2025-07-02,Personal Loan,North,2025-06-28,Weekly,4,ATM,Email,62,0.94,0.1,Salaried,Low,Consumption,Stage 1,6,Escalate,31,39272.232079534006,54,Voice,Slow,High,8–30,Mid,0.7503909168959636,2025-06-25,0
ACCT04231,User_4231,0.0,0,49118.90568485383,2025-06-15,SME Loan,Bangkok,2025-06-29,Weekly,1,BankBranch,SMS,59,0.08,0.22,Salaried,Low,Investment,Stage 2,9,Escalate,21,67985.61632027467,74,Voice,Ignored,Low,0–7,High,0.8589448978399846,2025-06-20,0
ACCT04232,User_4232,3.5411458714206963,0,77086.98579794011,2025-07-16,Car Loan,Bangkok,2025-05-12,Monthly,1,MobileApp,SMS,58,0.71,0.32,Freelancer,Medium,Investment,Stage 2,4,Call,51,41494.27793129007,80,LINE,Slow,High,0–7,High,0.7630695796390348,2025-06-28,1
ACCT04233,User_4233,0.0,14,22094.016825685056,2025-08-07,SME Loan,Bangkok,2025-07-01,Monthly,2,LINE,Email,72,0.2,0.48,Business Owner,High,Investment,Stage 0,3,LINE Bot,60,42252.03313143911,3,SMS,Ignored,High,8–30,High,0.8513781226624194,2025-06-26,1
ACCT04234,User_4234,1.4189665127660338,0,12256.569048978428,2025-07-12,Home Loan,South,2025-06-24,Weekly,0,BankBranch,Email,47,0.06,0.24,Freelancer,Medium,Investment,Stage 2,5,LINE Bot,34,27384.06244136166,71,SMS,Ignored,Low,0–7,Mid,0.5073479184351901,2025-06-29,1
ACCT04235,User_4235,0.0,30,53281.44810440578,2025-07-08,Personal Loan,North,2025-05-26,Weekly,3,ATM,LINE,24,0.44,0.5,Unemployed,Medium,Consumption,Stage 1,8,Send SMS,41,39145.57860520781,46,SMS,Responsive,Medium,8–30,Mid,0.5535400127358068,2025-07-08,1
ACCT04236,User_4236,0.0,22,41412.779682463006,2025-06-22,Home Loan,Northeast,2025-06-16,Monthly,4,MobileApp,LINE,27,0.03,0.82,Unemployed,Low,Consumption,Stage 1,10,LINE Bot,58,43117.28737970949,30,Voice,Responsive,High,8–30,High,0.643750653931029,2025-06-22,0
ACCT04237,User_4237,3.160174798444471,25,62242.973939699004,2025-08-06,Home Loan,Bangkok,2025-06-12,Weekly,1,BankBranch,LINE,3,0.5,0.41,Business Owner,Low,Investment,Stage 1,9,LINE Bot,32,67903.9092384814,62,None,Ignored,High,8–30,High,0.5807277843769515,2025-07-05,1
ACCT04238,User_4238,0.0,29,80354.18389651277,2025-08-05,Personal Loan,South,2025-06-13,Irregular,2,MobileApp,SMS,53,0.07,0.06,Freelancer,High,Investment,Stage 0,7,Send SMS,19,68593.02272802817,49,LINE,Responsive,Low,8–30,High,0.586577056704093,2025-07-13,1
ACCT04239,User_4239,3.746550952085089,20,78893.91455005565,2025-08-02,Personal Loan,Central,2025-07-06,Monthly,3,ATM,SMS,69,0.28,0.24,Salaried,Low,Consumption,Stage 1,9,Escalate,24,33621.157848785806,75,Voice,Ignored,Low,8–30,Mid,0.6632327623999839,2025-06-24,0
ACCT04240,User_4240,0.41353868188296433,30,80041.39859934092,2025-07-20,Car Loan,South,2025-07-09,Weekly,4,ATM,SMS,44,0.26,0.3,Salaried,Low,Emergency,Stage 0,8,LINE Bot,59,75918.45530170994,29,SMS,Slow,High,8–30,High,0.9457468573475337,2025-07-08,1
ACCT04241,User_4241,0.0,26,4073.0690250489884,2025-08-05,Personal Loan,Bangkok,2025-05-12,Irregular,1,BankBranch,LINE,65,0.37,0.38,Unemployed,Low,Investment,Stage 1,7,Send SMS,44,17539.671509922195,76,None,Responsive,High,8–30,Mid,0.8656388507090383,2025-06-15,0
ACCT04242,User_4242,1.984135199463441,11,93392.0833614583,2025-07-02,Car Loan,Northeast,2025-06-07,Monthly,4,BankBranch,Email,55,0.36,0.49,Business Owner,High,Investment,Stage 1,10,Escalate,25,52649.05329864938,17,None,Ignored,Medium,8–30,High,0.7986917953280922,2025-06-15,0
ACCT04243,User_4243,0.0,6,88164.1774694887,2025-08-07,Personal Loan,Central,2025-06-27,Irregular,2,LINE,SMS,35,0.54,0.83,Freelancer,Medium,Consumption,Stage 2,6,Call,43,70736.90575267073,89,SMS,Ignored,High,8–30,High,0.5097299351081405,2025-06-16,0
ACCT04244,User_4244,1.8073776270340869,22,78832.32409313627,2025-06-23,Home Loan,South,2025-06-15,Weekly,3,ATM,Email,15,0.74,0.57,Salaried,Medium,Consumption,Stage 2,8,Escalate,21,49577.32116092433,83,SMS,Responsive,Low,8–30,High,0.487865340245411,2025-07-02,1
ACCT04245,User_4245,0.9804217350801643,9,84597.41707021644,2025-06-29,Home Loan,North,2025-05-13,Monthly,5,ATM,Email,45,0.52,0.16,Unemployed,Low,Investment,Stage 0,4,Call,61,54555.06271203742,18,Voice,Slow,Medium,8–30,High,0.9440061300813422,2025-07-13,1
ACCT04246,User_4246,0.0,23,50820.264336332344,2025-07-01,Home Loan,Northeast,2025-07-06,Irregular,1,ATM,Email,4,0.81,0.1,Business Owner,High,Emergency,Stage 0,10,Send SMS,39,47729.27062855489,20,SMS,Ignored,Low,8–30,High,0.8147306939338177,2025-06-16,0
ACCT04247,User_4247,1.008589530741138,28,20447.35779642727,2025-07-29,Credit Card,Central,2025-06-04,Irregular,0,ATM,SMS,56,0.37,0.83,Unemployed,Low,Consumption,Stage 2,6,Call,60,58677.26919912994,54,Voice,Responsive,Medium,8–30,High,0.7076691002970843,2025-07-01,1
ACCT04248,User_4248,5.072446284305598,18,60364.41285512428,2025-07-16,Personal Loan,Central,2025-06-28,Weekly,2,LINE,SMS,60,0.04,0.01,Business Owner,Low,Emergency,Stage 2,3,Send SMS,53,29824.893773978903,24,SMS,Slow,High,8–30,Mid,0.7401781772933678,2025-06-15,0
ACCT04249,User_4249,0.9959729170289184,2,63560.765606181594,2025-06-22,Personal Loan,South,2025-07-10,Irregular,3,MobileApp,Phone,41,0.71,0.42,Unemployed,Low,Consumption,Stage 1,5,Send SMS,30,38392.62622450955,3,Voice,Slow,High,0–7,Mid,0.8565958873041015,2025-06-15,0
ACCT04250,User_4250,0.0,7,97371.99814162859,2025-07-04,SME Loan,Northeast,2025-05-17,Monthly,2,ATM,LINE,11,0.1,0.96,Salaried,Low,Emergency,Stage 0,7,LINE Bot,60,38133.31900181939,6,None,Ignored,High,8–30,Mid,0.8164883910075181,2025-06-18,0
ACCT04251,User_4251,2.6306868039137954,6,22342.27314931075,2025-07-12,Personal Loan,South,2025-06-12,Irregular,4,BankBranch,LINE,60,0.9,0.66,Unemployed,Low,Investment,Stage 1,6,Send SMS,51,55052.19592191173,34,Voice,Responsive,Low,0–7,High,0.6738696033508688,2025-07-05,1
ACCT04252,User_4252,0.44133693040622163,23,42161.77567981576,2025-08-09,Credit Card,Northeast,2025-07-01,Weekly,1,LINE,SMS,32,0.77,0.14,Freelancer,High,Investment,Stage 0,6,Send SMS,51,64077.79048647323,53,None,Responsive,Low,8–30,High,0.783544010199322,2025-07-02,1
ACCT04253,User_4253,1.1990684605255888,17,89585.6789783018,2025-07-13,Home Loan,South,2025-06-10,Monthly,4,BankBranch,SMS,58,0.78,0.43,Business Owner,Low,Consumption,Stage 2,4,LINE Bot,52,73508.7391812132,62,LINE,Responsive,High,8–30,High,0.5112972250407594,2025-06-18,0
ACCT04254,User_4254,0.0,19,12534.191123670853,2025-07-11,Home Loan,Central,2025-07-10,Weekly,5,BankBranch,LINE,41,0.9,0.6,Unemployed,Medium,Consumption,Stage 0,8,Escalate,18,8698.478032210027,68,SMS,Responsive,High,8–30,Low,0.9637024267119118,2025-07-04,1
ACCT04255,User_4255,1.2876960515791966,5,89628.0580683163,2025-07-14,Home Loan,Central,2025-06-05,Irregular,4,BankBranch,SMS,63,0.5,0.06,Unemployed,High,Emergency,Stage 1,8,LINE Bot,19,55903.66791431664,52,Voice,Slow,High,8–30,High,0.9943814312507534,2025-07-08,1
ACCT04256,User_4256,2.7108868328338898,13,64792.289470094554,2025-07-05,SME Loan,North,2025-06-09,Weekly,2,ATM,LINE,5,0.06,0.33,Unemployed,Low,Investment,Stage 1,5,Escalate,57,36551.314710186205,70,Voice,Slow,Low,8–30,Mid,0.5204921551557092,2025-06-27,1
ACCT04257,User_4257,0.0,14,82819.93560498346,2025-08-01,SME Loan,North,2025-05-27,Irregular,3,BankBranch,LINE,30,0.73,0.31,Freelancer,High,Investment,Stage 2,5,Send SMS,63,9769.646106437822,30,None,Slow,High,8–30,Low,0.8232825948876339,2025-06-15,0
ACCT04258,User_4258,2.8889916424938953,4,71391.15775274734,2025-07-20,Home Loan,Bangkok,2025-07-08,Irregular,0,ATM,LINE,13,0.56,0.94,Business Owner,Medium,Emergency,Stage 0,9,LINE Bot,47,68303.69319403608,20,SMS,Responsive,Low,0–7,High,0.6180825837840257,2025-06-23,0
ACCT04259,User_4259,0.20658795170974806,5,47079.672526540766,2025-07-19,Car Loan,Bangkok,2025-06-24,Irregular,2,MobileApp,Email,19,0.88,0.55,Business Owner,Medium,Emergency,Stage 2,8,Call,20,39540.78658889173,79,SMS,Slow,Low,0–7,Mid,1.0,2025-06-26,1
ACCT04260,User_4260,0.0,19,30725.05175277496,2025-07-29,Credit Card,North,2025-05-20,Monthly,0,LINE,LINE,64,0.37,0.44,Unemployed,Low,Investment,Stage 2,4,LINE Bot,32,49062.210819757776,13,LINE,Ignored,High,8–30,High,0.5549689619963173,2025-07-11,1
ACCT04261,User_4261,2.785264153840489,29,89287.06886999303,2025-08-07,Home Loan,Northeast,2025-06-01,Irregular,1,MobileApp,LINE,2,0.98,0.64,Freelancer,Low,Consumption,Stage 1,8,LINE Bot,41,15233.956711944038,53,None,Slow,Low,8–30,Mid,0.9614886527933425,2025-06-25,0
ACCT04262,User_4262,0.0,25,53224.98968719625,2025-07-24,Home Loan,South,2025-06-08,Irregular,0,LINE,LINE,21,0.76,0.61,Freelancer,Low,Emergency,Stage 1,9,Call,31,15714.662186457801,66,None,Ignored,Low,8–30,Low,0.9498741951801107,2025-06-14,0
ACCT04263,User_4263,1.6690297749722156,7,42481.7411696428,2025-07-11,Home Loan,Northeast,2025-05-13,Weekly,3,LINE,SMS,68,0.12,0.44,Unemployed,Low,Investment,Stage 0,4,LINE Bot,30,18082.18346013983,67,LINE,Slow,High,0–7,Mid,0.8922214181022114,2025-07-09,1
ACCT04264,User_4264,0.0464827354829257,28,79241.84677632712,2025-06-24,Home Loan,South,2025-07-09,Monthly,0,ATM,Phone,30,0.11,0.36,Unemployed,Low,Consumption,Stage 2,9,LINE Bot,29,51749.598779550615,6,Voice,Ignored,Low,8–30,High,0.48467067137960423,2025-06-28,1
ACCT04265,User_4265,0.8203477129401926,9,46764.57249690653,2025-07-22,SME Loan,Central,2025-06-28,Irregular,2,MobileApp,Email,43,0.89,0.26,Salaried,Low,Consumption,Stage 0,2,Send SMS,40,42722.92402652769,60,SMS,Slow,Low,8–30,High,0.7913376182262772,2025-06-17,0
ACCT04266,User_4266,1.817120408668583,6,86314.5067448209,2025-06-17,SME Loan,Bangkok,2025-06-23,Monthly,4,ATM,LINE,7,0.35,0.59,Freelancer,Medium,Emergency,Stage 1,5,Send SMS,30,74618.12289567545,32,SMS,Slow,High,8–30,High,0.6334694559231646,2025-06-21,0
ACCT04267,User_4267,1.3717941151800117,11,74285.57842856053,2025-06-22,SME Loan,North,2025-05-12,Monthly,5,MobileApp,Phone,65,0.32,0.13,Salaried,Low,Emergency,Stage 1,6,Escalate,47,9180.516151014292,81,None,Ignored,Medium,0–7,Low,0.7450616334502109,2025-06-23,0
ACCT04268,User_4268,0.0,8,17323.735728664677,2025-06-29,SME Loan,Bangkok,2025-06-24,Irregular,2,BankBranch,Phone,42,0.99,0.09,Business Owner,High,Investment,Stage 1,7,Send SMS,22,42690.04975391532,85,SMS,Responsive,Medium,0–7,High,0.841480443631098,2025-06-22,0
ACCT04269,User_4269,0.0,18,33607.96316361682,2025-08-04,Personal Loan,Central,2025-05-30,Weekly,3,MobileApp,Email,71,0.72,0.64,Unemployed,High,Consumption,Stage 2,3,Send SMS,47,72471.23708592751,77,None,Slow,Low,8–30,High,0.5957447992920935,2025-07-03,1
ACCT04270,User_4270,2.468819969581631,29,36713.745478386554,2025-07-10,Home Loan,Northeast,2025-06-09,Monthly,2,ATM,SMS,24,0.35,0.75,Salaried,Low,Consumption,Stage 2,3,Send SMS,45,51940.01099514142,24,LINE,Responsive,Low,8–30,High,0.7513201907556809,2025-07-05,1
ACCT04271,User_4271,0.30572682219690545,18,90187.58454388144,2025-07-24,Home Loan,Northeast,2025-06-11,Monthly,2,MobileApp,LINE,12,0.17,0.38,Business Owner,Low,Emergency,Stage 2,2,Call,24,49239.5122706945,51,LINE,Responsive,High,8–30,High,0.9999114347296485,2025-06-19,0
ACCT04272,User_4272,0.0,28,34642.796441752784,2025-07-11,SME Loan,Northeast,2025-05-24,Irregular,1,LINE,Email,68,0.3,0.98,Business Owner,High,Consumption,Stage 0,9,Escalate,24,60459.137336188964,74,None,Responsive,High,8–30,High,0.5455686991593143,2025-06-19,0
ACCT04273,User_4273,0.0,24,55719.355640897214,2025-07-24,Personal Loan,Bangkok,2025-06-21,Irregular,4,MobileApp,LINE,39,0.7,0.26,Unemployed,Low,Investment,Stage 0,4,LINE Bot,41,16671.768455466525,44,SMS,Ignored,Low,8–30,Mid,0.5999798091103438,2025-06-17,0
ACCT04274,User_4274,0.0,14,64518.57222255718,2025-07-22,Personal Loan,Northeast,2025-07-10,Monthly,4,BankBranch,SMS,37,0.49,0.08,Salaried,High,Emergency,Stage 2,9,Escalate,22,74126.04767600095,76,LINE,Slow,Low,8–30,High,0.810663797287263,2025-06-16,0
ACCT04275,User_4275,0.0,14,99401.74445220134,2025-07-08,Personal Loan,Bangkok,2025-06-12,Monthly,2,LINE,SMS,67,0.48,0.35,Salaried,Low,Emergency,Stage 0,9,Escalate,20,72813.06926397963,3,LINE,Ignored,Low,8–30,High,0.5769711490027264,2025-06-28,1
ACCT04276,User_4276,0.5574385625969343,1,37174.97482686642,2025-07-24,SME Loan,South,2025-05-21,Weekly,3,ATM,LINE,31,0.32,0.73,Unemployed,Low,Investment,Stage 2,3,Call,53,58571.186986056215,5,None,Ignored,Medium,0–7,High,0.5226659882639212,2025-06-28,1
ACCT04277,User_4277,0.0,7,35525.87480089324,2025-06-13,SME Loan,North,2025-06-10,Monthly,3,MobileApp,Phone,34,0.92,0.4,Salaried,Medium,Consumption,Stage 2,4,Escalate,30,7878.611061115324,45,LINE,Slow,Medium,8–30,Low,0.8515080366795571,2025-06-20,0
ACCT04278,User_4278,0.0,27,23048.077218796487,2025-07-15,Home Loan,North,2025-05-26,Monthly,4,LINE,Email,50,0.59,0.48,Freelancer,Medium,Emergency,Stage 2,9,Send SMS,65,10004.329252289,18,Voice,Slow,Low,8–30,Low,0.5479527500355256,2025-06-24,0
ACCT04279,User_4279,0.0137531496640938,8,95991.99354886518,2025-06-29,SME Loan,South,2025-06-10,Irregular,2,MobileApp,Email,58,0.12,0.63,Salaried,High,Consumption,Stage 2,7,Escalate,32,20514.82959910215,22,LINE,Responsive,High,0–7,Mid,0.5107452670400733,2025-06-22,0
ACCT04280,User_4280,1.6879412617054763,16,24096.27180579461,2025-06-10,SME Loan,Central,2025-05-28,Monthly,1,LINE,Phone,10,0.08,0.94,Salaried,High,Consumption,Stage 2,3,Escalate,35,56649.15724411418,46,Voice,Responsive,High,8–30,High,0.6938590331814979,2025-06-20,0
ACCT04281,User_4281,4.46639586441989,3,66733.57585426807,2025-08-01,Personal Loan,Bangkok,2025-06-30,Weekly,0,MobileApp,Phone,71,0.16,0.7,Business Owner,Low,Investment,Stage 1,9,Call,59,69067.85460128517,81,LINE,Responsive,High,0–7,High,0.6228713208985722,2025-06-17,1
ACCT04282,User_4282,0.0,5,95216.15768236286,2025-06-21,Home Loan,Northeast,2025-05-23,Monthly,4,LINE,Phone,15,0.95,0.48,Business Owner,Low,Emergency,Stage 2,8,Call,21,39773.438854854736,7,LINE,Responsive,High,0–7,Mid,1.0,2025-07-03,1
ACCT04283,User_4283,3.188762086601044,10,19236.514099455955,2025-07-26,Personal Loan,North,2025-06-08,Weekly,2,LINE,Email,58,0.37,0.01,Freelancer,High,Consumption,Stage 1,3,Escalate,53,50728.37077305927,29,None,Responsive,Medium,0–7,High,0.643134033774301,2025-07-02,1
ACCT04284,User_4284,1.986203122030144,14,17742.745242703066,2025-06-25,Home Loan,Central,2025-06-27,Weekly,5,ATM,SMS,36,0.0,0.29,Business Owner,High,Investment,Stage 0,5,LINE Bot,46,52348.48825979923,84,None,Slow,High,8–30,High,0.7140406064733464,2025-07-11,1
ACCT04285,User_4285,0.0,3,86811.98010289212,2025-06-13,Personal Loan,Northeast,2025-07-05,Weekly,1,ATM,SMS,30,0.81,0.98,Business Owner,Low,Emergency,Stage 1,9,Call,25,14755.155321696719,31,None,Slow,Low,0–7,Low,0.7239535113390849,2025-06-26,1
ACCT04286,User_4286,1.316471909172062,23,66330.03912590502,2025-06-10,Personal Loan,North,2025-05-22,Weekly,0,LINE,Phone,54,0.8,0.21,Unemployed,Medium,Consumption,Stage 1,7,Escalate,65,57009.84113773722,45,None,Ignored,High,8–30,High,0.5395679039707592,2025-07-12,1
ACCT04287,User_4287,0.0,26,53829.085598890975,2025-07-04,Car Loan,Bangkok,2025-06-30,Weekly,2,MobileApp,LINE,50,0.51,0.5,Business Owner,Medium,Investment,Stage 0,9,LINE Bot,56,20401.01180873323,89,SMS,Responsive,Medium,8–30,Mid,0.7185670582754289,2025-06-30,1
ACCT04288,User_4288,0.6113771608374778,7,27821.42274940042,2025-06-12,Credit Card,North,2025-05-21,Irregular,5,LINE,SMS,33,0.11,0.53,Unemployed,High,Emergency,Stage 2,2,Call,27,37578.85957806137,74,SMS,Responsive,Medium,0–7,Mid,0.7878365741543221,2025-06-27,1
ACCT04289,User_4289,3.538262026809101,0,24169.243517292693,2025-06-11,Credit Card,South,2025-06-29,Irregular,2,LINE,LINE,62,0.66,0.56,Business Owner,High,Consumption,Stage 1,4,Call,34,78062.84747920994,30,LINE,Ignored,Medium,0–7,High,0.7604024225916172,2025-07-05,1
ACCT04290,User_4290,1.951212465262626,27,46712.71381605137,2025-07-13,Credit Card,North,2025-06-23,Monthly,0,BankBranch,LINE,15,0.71,0.63,Freelancer,High,Emergency,Stage 2,6,LINE Bot,33,18629.292193839676,23,Voice,Responsive,Medium,8–30,Mid,0.5478340116213916,2025-06-26,1
ACCT04291,User_4291,1.757216746466884,22,97707.62924423344,2025-07-20,Credit Card,Bangkok,2025-06-02,Monthly,1,BankBranch,SMS,8,0.52,0.02,Salaried,High,Investment,Stage 2,2,Send SMS,42,40229.89385301592,74,LINE,Responsive,Low,8–30,High,0.75655212831347,2025-07-13,1
ACCT04292,User_4292,0.0,15,92427.11821655984,2025-07-31,Home Loan,Northeast,2025-05-26,Irregular,0,ATM,Phone,9,0.28,0.88,Unemployed,Medium,Emergency,Stage 2,5,Call,34,42807.10338589868,45,LINE,Slow,Medium,8–30,High,0.616729995776418,2025-07-12,1
ACCT04293,User_4293,0.0,23,51244.92839211108,2025-07-19,Credit Card,Bangkok,2025-06-17,Weekly,1,MobileApp,Email,69,0.47,0.54,Salaried,Low,Investment,Stage 2,4,LINE Bot,36,44219.82130534219,12,None,Responsive,High,8–30,High,0.8386608125766529,2025-06-19,0
ACCT04294,User_4294,0.5130635789191842,25,62232.97166767046,2025-07-14,Home Loan,Bangkok,2025-06-01,Monthly,5,BankBranch,SMS,22,0.54,0.22,Salaried,High,Emergency,Stage 2,5,Call,45,28749.41745450374,72,SMS,Slow,Low,8–30,Mid,0.8181418076679767,2025-07-03,1
ACCT04295,User_4295,2.5132163097278304,25,75167.23169739585,2025-07-22,Home Loan,Northeast,2025-05-19,Weekly,2,LINE,Phone,4,0.35,0.15,Business Owner,Medium,Consumption,Stage 0,3,LINE Bot,37,17910.3212637622,56,None,Slow,Medium,8–30,Mid,0.709061193910798,2025-07-10,1
ACCT04296,User_4296,0.0,26,97658.12686702471,2025-06-17,SME Loan,Bangkok,2025-07-09,Monthly,0,LINE,Email,32,0.88,0.0,Salaried,Low,Consumption,Stage 1,8,Call,27,58391.11812945873,65,None,Responsive,Low,8–30,High,0.6601028729506492,2025-06-28,1
ACCT04297,User_4297,0.0,27,62352.330815854904,2025-06-15,Personal Loan,North,2025-05-30,Irregular,4,LINE,Phone,36,0.24,0.23,Unemployed,Low,Consumption,Stage 2,10,Escalate,50,67707.13387573922,31,Voice,Slow,Low,8–30,High,0.8348039573602445,2025-06-20,0
ACCT04298,User_4298,1.2025354724681363,29,48527.27334754843,2025-06-12,Home Loan,South,2025-06-03,Irregular,4,MobileApp,Email,32,0.98,0.01,Salaried,High,Emergency,Stage 2,8,LINE Bot,45,32571.640248399814,62,None,Ignored,Low,8–30,Mid,0.8157996911421689,2025-07-07,1
ACCT04299,User_4299,0.0,32,48617.798050076606,2025-06-14,Credit Card,Northeast,2025-06-02,Irregular,2,BankBranch,SMS,71,0.64,0.29,Salaried,Medium,Emergency,Stage 1,4,Call,37,35604.38156494899,0,SMS,Slow,High,8–30,Mid,0.6125999645160319,2025-06-25,0
ACCT04300,User_4300,0.0,17,11640.46853813829,2025-07-28,Car Loan,Central,2025-07-01,Monthly,1,MobileApp,LINE,58,0.58,0.26,Freelancer,High,Emergency,Stage 1,1,Send SMS,24,43385.53363716767,32,Voice,Slow,Medium,8–30,High,0.9687392745429256,2025-07-11,1
ACCT04301,User_4301,0.0,30,77831.6024623269,2025-08-08,SME Loan,North,2025-05-12,Weekly,3,MobileApp,SMS,25,0.58,0.87,Business Owner,Low,Investment,Stage 0,10,LINE Bot,39,58993.35890848103,83,SMS,Responsive,Medium,8–30,High,0.6284249475738196,2025-07-12,1
ACCT04302,User_4302,0.0,9,21333.53553799055,2025-06-25,Personal Loan,North,2025-06-22,Irregular,5,MobileApp,Phone,7,0.06,0.26,Salaried,Medium,Investment,Stage 0,6,LINE Bot,44,32917.123614397286,34,None,Ignored,Medium,0–7,Mid,0.6469367989093833,2025-06-28,1
